,cluster_id,size,percentage,price_stats,feature_stats,categorical_stats
0,0,4012,49.75198412698413,"{'mean_price': np.float64(273.11742846460623), 'median_price': np.float64(3.5995), 'min_price': np.float64(1.0), 'max_price': np.float64(999.0)}","{'Unnamed: 0': {'mean': np.float64(2016.7303090727817), 'median': np.float64(2014.5)}, 'Título': {'mean': np.float64(2414.8133100697905), 'median': np.float64(15.0)}, 'Precio_Rango': {'mean': np.float64(273.11742846460623), 'median': np.float64(3.5995)}, 'Ofertas': {'mean': np.float64(7.156281156530409), 'median': np.float64(2.0)}, 'Pantalla_Tamaño de la pantalla': {'mean': np.float64(14.906281156530408), 'median': np.float64(15.0)}, 'Pantalla_Diagonal de la pantalla': {'mean': np.float64(37.97178015952144), 'median': np.float64(39.0)}, 'Pantalla_Luminosidad': {'mean': np.float64(331.7445344129555), 'median': np.float64(300.0)}, 'Procesador_Procesador': {'mean': np.float64(111.36241276171485), 'median': np.float64(7.0)}, 'Comunicaciones_Versión Bluetooth': {'mean': np.float64(5.1288634097706876), 'median': np.float64(5.2)}, 'Cámara_Resolución de la cámara': {'mean': np.float64(1578.7697815968493), 'median': np.float64(1280.0)}, 'Sonido_Número de altavoces': {'mean': np.float64(2.477357848144365), 'median': np.float64(2.0)}, 'Alimentación_Autonomía de la batería': {'mean': np.float64(11.185979142526072), 'median': np.float64(10.0)}, 'Alimentación_Vatios-hora': {'mean': np.float64(60.06281156530409), 'median': np.float64(56.0)}, 'Alimentación_Alimentación': {'mean': np.float64(109.031836461126), 'median': np.float64(65.0)}, 'Medidas y peso_Profundidad': {'mean': np.float64(23.47632103688933), 'median': np.float64(23.0)}, 'Medidas y peso_Altura': {'mean': np.float64(19.497008973080757), 'median': np.float64(19.0)}, 'Medidas y peso_Ancho': {'mean': np.float64(34.080259222333), 'median': np.float64(35.0)}, 'Medidas y peso_Peso': {'mean': np.float64(1.27617148554337), 'median': np.float64(1.0)}, 'Otras características_Fecha de lanzamiento': {'mean': np.float64(2022.6418245264208), 'median': np.float64(2023.0)}, 'Comunicaciones_Estándar wifi': {'mean': np.float64(802.1099999999999), 'median': np.float64(802.11)}, 'Pantalla_Resolución de pantalla': {'mean': np.float64(2.1700720937218385), 'median': np.float64(1.92)}, 'Procesador_Tipo de procesador': {'mean': np.float64(8.675224327018944), 'median': np.float64(7.0)}, 'Disco duro_Número de discos duros (instalados)': {'mean': np.float64(1.0019940179461615), 'median': np.float64(1.0)}, 'Sistema operativo_Sistema operativo': {'mean': np.float64(10.885882352941177), 'median': np.float64(11.0)}, 'Pantalla_Formato de imagen': {'mean': np.float64(15.365154536390827), 'median': np.float64(16.0)}, 'Procesador_Nivel de caché': {'mean': np.float64(2.9916826615483045), 'median': np.float64(3.0)}, 'Procesador_Caché': {'mean': np.float64(0.01616220673915753), 'median': np.float64(0.015625)}, 'RAM_Memoria RAM': {'mean': np.float64(17.46011964107677), 'median': np.float64(16.0)}, 'RAM_Tipo de RAM': {'mean': np.float64(4.524559430071241), 'median': np.float64(5.0)}, 'RAM_Frecuencia de la memoria': {'mean': np.float64(0.004443034293552812), 'median': np.float64(0.0048)}, 'Disco duro_Capacidad de memoria SSD': {'mean': np.float64(282.9047856430708), 'median': np.float64(256.0)}, 'Alimentación_Número de celdas': {'mean': np.float64(3.53101644245142), 'median': np.float64(3.0)}, 'Procesador_Frecuencia de reloj': {'mean': np.float64(6.835421605147308), 'median': np.float64(6.0)}, 'Procesador_Frecuencia turbo máx.': {'mean': np.float64(5.640079760717846), 'median': np.float64(5.0)}, 'Procesador_Potencia máx. de diseño térmico (TDP)': {'mean': np.float64(30.161312140683126), 'median': np.float64(28.0)}, 'Sistema operativo_Arquitectura bit': {'mean': np.float64(63.98716405936622), 'median': np.float64(64.0)}, 'Gráfica_Tarjeta gráfica': {'mean': np.float64(2591.122418879056), 'median': np.float64(3060.0)}, 'Alimentación_Autonomía de la batería_missing': {'mean': np.float64(0.5697906281156531), 'median': np.float64(1.0)}, 'Gráfica_Tarjeta gráfica_missing': {'mean': np.float64(0.6620139581256231), 'median': np.float64(1.0)}, 'RAM_Frecuencia de la memoria_missing': {'mean': np.float64(0.6365902293120638), 'median': np.float64(1.0)}, 'Pantalla_Luminosidad_missing': {'mean': np.float64(0.3843469591226321), 'median': np.float64(0.0)}, 'Alimentación_Número de celdas_missing': {'mean': np.float64(0.33300099700897307), 'median': np.float64(0.0)}, 'Cámara_Resolución de la cámara_missing': {'mean': np.float64(0.3038384845463609), 'median': np.float64(0.0)}, 'Sistema operativo_Arquitectura bit_missing': {'mean': np.float64(0.3786141575274177), 'median': np.float64(0.0)}, 'Sonido_Número de altavoces_missing': {'mean': np.float64(0.26794616151545364), 'median': np.float64(0.0)}, 'Procesador_Potencia máx. de diseño térmico (TDP)_missing': {'mean': np.float64(0.26296111665004984), 'median': np.float64(0.0)}, 'Alimentación_Alimentación_missing': {'mean': np.float64(0.25623130608175476), 'median': np.float64(0.0)}, 'Sistema operativo_Sistema operativo_missing': {'mean': np.float64(0.3644067796610169), 'median': np.float64(0.0)}, 'Procesador_Nivel de caché_missing': {'mean': np.float64(0.22083748753738783), 'median': np.float64(0.0)}, 'Comunicaciones_Estándar wifi_missing': {'mean': np.float64(0.2669491525423729), 'median': np.float64(0.0)}, 'Pantalla_Resolución de pantalla_missing': {'mean': np.float64(0.1702392821535394), 'median': np.float64(0.0)}, 'Procesador_Frecuencia de reloj_missing': {'mean': np.float64(0.2639581256231306), 'median': np.float64(0.0)}, 'RAM_Tipo de RAM_missing': {'mean': np.float64(0.3352442671984048), 'median': np.float64(0.0)}, 'Comunicaciones_Estándar LAN_missing': {'mean': np.float64(0.6712362911266201), 'median': np.float64(1.0)}, 'Conectividad_Lector de tarjetas_missing': {'mean': np.float64(0.49601196410767695), 'median': np.float64(0.0)}, 'Sonido_Sistema de altavoces_missing': {'mean': np.float64(0.4808075772681954), 'median': np.float64(0.0)}, 'Cámara_Función de la cámara_missing': {'mean': np.float64(0.3566799601196411), 'median': np.float64(0.0)}, 'Alimentación_Batería_missing': {'mean': np.float64(0.33150548354935194), 'median': np.float64(0.0)}, 'Almacenamiento_Lector óptico_missing': {'mean': np.float64(0.4449152542372881), 'median': np.float64(0.0)}, 'Gráfica_Fabricante de la tarjeta gráfica_missing': {'mean': np.float64(0.2168494516450648), 'median': np.float64(0.0)}, 'Medidas y peso_Color_missing': {'mean': np.float64(0.20812562313060817), 'median': np.float64(0.0)}, 'Disco duro_Tipo de disco duro_missing': {'mean': np.float64(0.3826021934197408), 'median': np.float64(0.0)}}","{'Tipo de producto': {'Portátil multimedia': 2063, 'Portátil profesional': 807, 'Portátil gaming': 777}, 'Serie': {'Lenovo ThinkPad': 841, 'ASUS Vivobook': 197, 'Lenovo IdeaPad': 163}, 'Disco duro_Tipo de disco duro': {'SSD': 2120, 'PCIe SSD': 296, 'memoria flash': 56}, 'Conectividad_Lector de tarjetas': {'integrado': 1392, 'ninguno': 317, '4 en 1': 162}, 'Comunicaciones_Conectividad': {'wifi, Bluetooth': 2062, 'LAN, wifi, Bluetooth': 674, 'wifi, Bluetooth, LAN': 671}, 'Cámara_Función de la cámara': {'compatible con HD': 2559, '30 fps': 22}, 'Alimentación_Batería': {'ión-litio': 1434, 'polímero de litio': 1248}, 'Medidas y peso_Diseño': {'con tapa': 3781, 'convertible': 231}, 'Otras características_Equipamiento': {'USB-C, altavoces estéreo, webcam': 788, 'webcam, altavoces estéreo, USB-C': 488, 'USB-C, altavoces estéreo, webcam, lector de tarjetas': 462}, 'Procesador_Fabricante del procesador': {'Intel': 3182, 'AMD': 569, 'Apple': 198}, 'Gráfica_Fabricante de la tarjeta gráfica': {'Intel': 1564, 'NVIDIA': 976, 'AMD': 360}, 'Sonido_Sistema de altavoces': {'altavoces estéreo': 1732, 'Dolby Atmos': 109, 'SonicMaster': 89}, 'Procesador_Nombre en clave del procesador': {'Alder Lake-P': 1558, 'Meteor Lake': 420, 'Raptor Lake-U': 309}, 'Medidas y peso_Color': {'negro': 1283, 'gris': 894, 'plateado': 730}, 'Procesador_Número de núcleos del procesador': {'10.0': 1531, '8.0': 561, '16.0': 366}, 'Almacenamiento_Lector óptico': {'ninguno': 2225, 'grabadora DVD': 2}, 'Comunicaciones_Estándar LAN': {'Gigabit-LAN': 1172, '2,5-Gbit/s-Ethernet': 142, '100-Mbit/s-LAN': 5}, 'Tipo': {'Laptop': 4012}}"
1,1,4052,50.24801587301587,"{'mean_price': np.float64(308.1572796150049), 'median_price': np.float64(6.479), 'min_price': np.float64(1.0), 'max_price': np.float64(999.0)}","{'Unnamed: 0': {'mean': np.float64(2014.281836130306), 'median': np.float64(2016.5)}, 'Título': {'mean': np.float64(100089354080.40103), 'median': np.float64(68.0)}, 'Precio_Rango': {'mean': np.float64(308.1572796150049), 'median': np.float64(6.479)}, 'Ofertas': {'mean': np.float64(3.479516288252715), 'median': np.float64(1.0)}, 'Pantalla_Tamaño de la pantalla': {'mean': np.float64(14.997778874629812), 'median': np.float64(15.0)}, 'Pantalla_Diagonal de la pantalla': {'mean': np.float64(38.99284304047384), 'median': np.float64(39.0)}, 'Pantalla_Luminosidad': {'mean': np.float64(250.0), 'median': np.float64(250.0)}, 'Procesador_Procesador': {'mean': np.float64(164.8733958538993), 'median': np.float64(7.0)}, 'Comunicaciones_Versión Bluetooth': {'mean': np.float64(5.152196446199409), 'median': np.float64(5.2)}, 'Cámara_Resolución de la cámara': {'mean': np.float64(1280.0), 'median': np.float64(1280.0)}, 'Sonido_Número de altavoces': {'mean': np.float64(2.0), 'median': np.float64(2.0)}, 'Alimentación_Autonomía de la batería': {'mean': np.float64(7.6), 'median': np.float64(8.0)}, 'Alimentación_Vatios-hora': {'mean': np.float64(55.98050345508391), 'median': np.float64(56.0)}, 'Alimentación_Alimentación': {'mean': np.float64(45.0), 'median': np.float64(45.0)}, 'Medidas y peso_Profundidad': {'mean': np.float64(25.195212240868706), 'median': np.float64(23.0)}, 'Medidas y peso_Altura': {'mean': np.float64(19.002467917077986), 'median': np.float64(19.0)}, 'Medidas y peso_Ancho': {'mean': np.float64(24.039733464955578), 'median': np.float64(21.0)}, 'Medidas y peso_Peso': {'mean': np.float64(1.9242349457058243), 'median': np.float64(1.0)}, 'Otras características_Fecha de lanzamiento': {'mean': np.float64(2022.9935834155972), 'median': np.float64(2023.0)}, 'Comunicaciones_Estándar wifi': {'mean': np.float64(696.0176915005246), 'median': np.float64(802.11)}, 'Pantalla_Resolución de pantalla': {'mean': np.float64(2.055333333333333), 'median': np.float64(1.92)}, 'Procesador_Tipo de procesador': {'mean': np.float64(6.299111549851925), 'median': np.float64(7.0)}, 'Disco duro_Número de discos duros (instalados)': {'mean': np.float64(0.9822309970384995), 'median': np.float64(1.0)}, 'Sistema operativo_Sistema operativo': {'mean': np.float64(10.857119386637459), 'median': np.float64(11.0)}, 'Pantalla_Formato de imagen': {'mean': np.float64(16.0), 'median': np.float64(16.0)}, 'Procesador_Nivel de caché': {'mean': np.float64(3.0), 'median': np.float64(3.0)}, 'Procesador_Caché': {'mean': np.float64(0.021184561636229022), 'median': np.float64(0.015625)}, 'RAM_Memoria RAM': {'mean': np.float64(21.088598223099705), 'median': np.float64(16.0)}, 'RAM_Tipo de RAM': {'mean': np.float64(4.2734850913754405), 'median': np.float64(4.0)}, 'RAM_Frecuencia de la memoria': {'mean': np.float64(0.004372509167842031), 'median': np.float64(0.0032)}, 'Disco duro_Capacidad de memoria SSD': {'mean': np.float64(198.0596150049358), 'median': np.float64(256.0)}, 'Alimentación_Número de celdas': {'mean': np.float64(3.3333333333333335), 'median': np.float64(3.0)}, 'Procesador_Frecuencia de reloj': {'mean': np.float64(0.011569810111464966), 'median': np.float64(0.0029)}, 'Procesador_Frecuencia turbo máx.': {'mean': np.float64(5.013079960513327), 'median': np.float64(5.0)}, 'Procesador_Potencia máx. de diseño térmico (TDP)': {'mean': np.float64(55.0), 'median': np.float64(55.0)}, 'Sistema operativo_Arquitectura bit': {'mean': np.float64(64.0), 'median': np.float64(64.0)}, 'Gráfica_Tarjeta gráfica': {'mean': np.float64(2591.0866477272725), 'median': np.float64(3060.0)}, 'Alimentación_Autonomía de la batería_missing': {'mean': np.float64(0.9987660414610069), 'median': np.float64(1.0)}, 'Gráfica_Tarjeta gráfica_missing': {'mean': np.float64(0.3050345508390918), 'median': np.float64(0.0)}, 'RAM_Frecuencia de la memoria_missing': {'mean': np.float64(0.6500493583415597), 'median': np.float64(1.0)}, 'Pantalla_Luminosidad_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Alimentación_Número de celdas_missing': {'mean': np.float64(0.9992596248766041), 'median': np.float64(1.0)}, 'Cámara_Resolución de la cámara_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Sistema operativo_Arquitectura bit_missing': {'mean': np.float64(0.7507403751233959), 'median': np.float64(1.0)}, 'Sonido_Número de altavoces_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Procesador_Potencia máx. de diseño térmico (TDP)_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Alimentación_Alimentación_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Sistema operativo_Sistema operativo_missing': {'mean': np.float64(0.5493583415597236), 'median': np.float64(1.0)}, 'Procesador_Nivel de caché_missing': {'mean': np.float64(0.9995064165844028), 'median': np.float64(1.0)}, 'Comunicaciones_Estándar wifi_missing': {'mean': np.float64(0.7648075024679171), 'median': np.float64(1.0)}, 'Pantalla_Resolución de pantalla_missing': {'mean': np.float64(0.9985192497532083), 'median': np.float64(1.0)}, 'Procesador_Frecuencia de reloj_missing': {'mean': np.float64(0.3800592300098717), 'median': np.float64(0.0)}, 'RAM_Tipo de RAM_missing': {'mean': np.float64(0.23025666337611056), 'median': np.float64(0.0)}, 'Comunicaciones_Estándar LAN_missing': {'mean': np.float64(0.4886475814412636), 'median': np.float64(0.0)}, 'Conectividad_Lector de tarjetas_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Sonido_Sistema de altavoces_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Cámara_Función de la cámara_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Alimentación_Batería_missing': {'mean': np.float64(0.9987660414610069), 'median': np.float64(1.0)}, 'Almacenamiento_Lector óptico_missing': {'mean': np.float64(0.5557749259624877), 'median': np.float64(1.0)}, 'Gráfica_Fabricante de la tarjeta gráfica_missing': {'mean': np.float64(0.9997532082922014), 'median': np.float64(1.0)}, 'Medidas y peso_Color_missing': {'mean': np.float64(0.9990128331688055), 'median': np.float64(1.0)}, 'Disco duro_Tipo de disco duro_missing': {'mean': np.float64(0.13919052319842054), 'median': np.float64(0.0)}}","{'Tipo de producto': {'PC gaming': 1791, 'Mini PC': 666, 'PC de oficina': 619}, 'Serie': {'Lenovo ThinkPad': 2279, 'Lenovo ThinkCentre': 213, 'Lenovo ThinkStation': 135}, 'Disco duro_Tipo de disco duro': {'disco duro SSD': 1977, 'disco duro M.2 SSD': 1390, 'memoria flash': 61}, 'Conectividad_Lector de tarjetas': {'integrado': 1}, 'Comunicaciones_Conectividad': {'wifi': 1076, 'Ethernet': 910, 'Ethernet, wifi, Bluetooth': 598}, 'Cámara_Función de la cámara': {'compatible con HD': 1}, 'Alimentación_Batería': {'ión-litio': 4, 'polímero de litio': 1}, 'Medidas y peso_Diseño': {'con tapa': 4052}, 'Otras características_Equipamiento': {'disco duro SSD': 2259, 'USB-C, altavoces estéreo, webcam': 1225, 'refrigeración líquida, disco duro SSD': 114}, 'Procesador_Fabricante del procesador': {'Intel': 3198, 'AMD': 823, 'Apple': 29}, 'Gráfica_Fabricante de la tarjeta gráfica': {'Intel': 1}, 'Sonido_Sistema de altavoces': {'altavoces estéreo': 1}, 'Procesador_Nombre en clave del procesador': {'Alder Lake-P': 1431, 'Raptor Lake': 676, 'Alder Lake': 508}, 'Medidas y peso_Color': {'azul': 2, 'gris': 1, 'negro': 1}, 'Procesador_Número de núcleos del procesador': {'6 núcleos': 813, '10.0': 785, '8 núcleos': 589}, 'Almacenamiento_Lector óptico': {'ninguno': 1537, 'grabadora DVD': 257, 'lector DVD': 5}, 'Comunicaciones_Estándar LAN': {'Ethernet 10/100/1000': 1722, 'LAN 10/100/1000/2500': 313, 'LAN 10/100/1000/2500/5000/10000': 30}, 'Tipo': {'Desktop': 4032, 'Laptop': 20}}"
