alpha,mean_cv_rmse,std_cv_rmse,mean_cv_r2,std_cv_r2,mean_cv_mae,std_cv_mae,mean_cv_rmse_orig,std_cv_rmse_orig,mean_cv_mae_orig,std_cv_mae_orig
0.001,1.7996853336357993e-07,2.0714723181347823e-08,0.9999999999999677,3.5328824824488142e-15,1.0707020744305191e-07,6.052827235231924e-09,0.00022187937523500135,2.554385825531024e-05,0.00013198531591526274,7.4659368154086665e-06
0.01,1.7996376890047365e-06,2.071375808986285e-07,0.9999999999967581,3.5161626958723505e-13,1.0706710275512736e-06,6.052202298920545e-08,0.0022187350105835847,0.0002554266762271968,0.0013198148846393907,7.465163244174276e-05
0.1,1.7991727702731303e-05,2.0704824738301623e-06,0.9999999996759763,3.513207058960303e-11,1.070379474655572e-05,6.048679181935323e-07,0.02218161808020653,0.002553164645572752,0.013194554626411878,0.0007460795481462722
1.0,0.00017952400326863558,2.06479877741585e-05,0.9999999677391674,3.4930865871268674e-09,0.00010679742016443158,6.0424285789565146e-06,0.22133131213929286,0.025461526611543207,0.13164903303944703,0.007452996851030738
10.0,0.0017699389815053097,0.00020275413498318232,0.9999968642662228,3.3584839616224613e-07,0.001052676895472496,5.993440905471678e-05,2.182119611558017,0.2500201044259738,1.2976327935129581,0.07392947279774009
100.0,0.01654287055542369,0.0017953664838534864,0.9997260556606884,2.5714169136118137e-05,0.009958874279212559,0.0005526889000044082,20.39562814600279,2.2138230209344245,12.277493824589868,0.6816513873103067
1000.0,0.13577521867249515,0.012634019042340726,0.9815338773503628,0.0011416509506416213,0.08601693003196113,0.004102103325643549,167.40395368158423,15.577472216287097,106.05401583559816,5.0578394775516236
