feature
Cámara_Resolución de la cámara
Alimentación_Autonomía de la batería
Procesador_Nivel de caché
Procesador_Potencia máx. de diseño térmico (TDP)
Sistema operativo_Arquitectura bit
Alimentación_Autonomía de la batería_missing
Alimentación_Número de celdas_missing
Sonido_Número de altavoces_missing
Alimentación_Alimentación_missing
Conectividad_Lector de tarjetas_missing
Sonido_Sistema de altavoces_missing
Cámara_Función de la cámara_missing
Alimentación_Batería_missing
Gráfica_Fabricante de la tarjeta gráfica_missing
